id,kode_komponen,nama_barang,spek1,spek2,merek,satuan,kode_rekening,left_rekening,rincian_rekening
7013,20.02.01.03.01.F,Oli Pompa Air, SAE 10W-30  (1 Liter),API SJ/SL,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7014,20.02.01.03.02,Oli Mesin,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7015,20.02.01.03.03,Oli Mesin Diesel,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7016,20.02.01.03.04,Oli Transmissi,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7017,20.02.01.03.05,Oli 4T, Roda 2,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7018,20.02.01.03.06,Oli Mesin Bensin,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7019,20.02.01.03.07,Pelumas Minyak - WD,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7020,20.02.01.03.08,Minyak Rem,,,,Botol,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7021,20.02.01.03.09,Oli Hidrolik,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7022,20.02.01.03.10,Vet,,,,Kg,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7023,20.02.01.03.12,Oli SAE,,,,Liter,5.2.2.01.21,5.2.2,Belanja Perlengkapan Sarana Prasarana Lalu Lintas
7024,20.02.01.03.12,Oli SAE,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7025,20.02.01.03.14,Grease,,,,Kg,5.2.2.01.21,5.2.2,Belanja Perlengkapan Sarana Prasarana Lalu Lintas
7026,20.02.01.03.15,Oli 2T,,,,Liter,5.2.2.01.21,5.2.2,Belanja Perlengkapan Sarana Prasarana Lalu Lintas
7027,20.02.01.03.15,Oli 2T,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7028,20.02.01.03.16,Oli Nabati,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7029,20.02.01.03.17,Oil Synthetic Bauer, 1L,,,Buah,5.2.2.01.13,5.2.2,Belanja Pakai Habis Perlengkapan Pemadam Kebakaran
7030,20.02.01.03.18,Grease Pump,,,,Unit,5.2.3.04.02,5.2.3,Belanja Modal Pengadaan Alat Bengkel Tak BerMesin
7031,20.02.01.03.19,Oli Hidrolik S 10,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7032,20.02.01.03.20,Oli Hidrolik S 30,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7033,20.02.01.03.21,Oli Hidrolik VG 68,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7034,20.02.01.03.22,Minyak Singer,,,,Botol,5.2.2.01.05,5.2.2,Belanja Pakai Habis Perlengkapan Kebersihan
7035,20.02.01.03.23,Oli Hidrolik 32,,SAE 32,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7036,20.02.01.03.24,Oli Hidrolik 46,,SAE 46,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7037,20.02.01.03.25,Grease Trap Stainless Steel,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
7038,20.02.01.03.26,Grease Trap Fiber,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
7039,20.02.01.03.27,Oli Gardan ,80W90,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7040,20.02.01.04.01.F,Bearing,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7041,20.02.01.04.03,Fan Belt,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7042,20.02.01.04.04,Filter Air,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7043,20.02.01.04.05,Filter Udara,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7044,20.02.01.04.06,Filter Oli,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7045,20.02.01.04.07,O Ring Seal,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7046,20.02.01.04.09,Busi Pemanas,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7047,20.02.01.04.10,Kampas Rem,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7048,20.02.01.04.11,Karet Wiper,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7049,20.02.01.04.12,Stempet,,,,Kg,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7050,20.02.01.04.13,Filter Gas Dan Asap,,,,Buah,5.2.2.01.13,5.2.2,Belanja Pakai Habis Perlengkapan Pemadam Kebakaran
7051,20.02.01.04.14,Gear Set,,,,Set,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7052,20.02.01.04.15,Kampas Kopling,,,,Set,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7053,20.02.01.04.17,Snap Ring,,,,Set,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
7054,20.02.01.04.18,Bearing 6309,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7055,20.02.01.04.19,Bearing 6310,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7056,20.02.01.04.20,Belt Micro,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7057,20.02.01.04.21,Senter Ass Dram/Balancing Dram,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7058,20.02.01.04.22,Belt (523732),,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7059,20.02.01.04.23,Bearing Deflextor Pully,,,LINEs,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7060,20.02.01.04.24,Bearing Ban,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
7061,20.02.02.02.01,Curtain Of Light,,2D 18-35VDC IR 35 BEAM,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7062,20.02.02.02.02,Power Reactor,,INTERCOM PP-2G COP,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7063,20.02.02.02.03,Safety Buffer,,125x200 ACLA 300399 MOD.B,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7064,20.02.02.02.04,Friction Wheel,,D37 3MM,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7065,20.02.02.02.05,"Insert, Guide Shoe", PB174K,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7066,20.02.02.02.06,Buffer,,D33/14. 1MM W=8.5MM,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7067,20.02.02.02.07,Hanger Roller Heavy Railing,,1 ADV/AMD,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7068,20.02.02.02.08,"Lubricator, Guide Rail",,K=9MM CWT,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7069,20.02.02.02.10,Speed Control Cummins, KTA38,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7070,20.02.02.02.11,Level Air Radiator,,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7071,20.02.02.02.12,Under Voltage Release, 220 VAC,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7072,20.02.02.02.13.F,Suspensian Klem,,,,Buah,5.2.2.01.21,5.2.2,Belanja Perlengkapan Sarana Prasarana Lalu Lintas
7073,20.02.02.02.15,Main Rope, 10mm,,,Meter,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7074,20.02.02.02.16,Brake MX 18,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7075,20.02.02.02.17,Eprom,,Type 9124351 Dan 9534803,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7076,20.02.02.02.18,Selenoid Valve Water Supply,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7077,20.02.02.02.19,Nozzle,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7078,20.02.02.02.20,Control Board,,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7079,20.02.02.02.21.F,Push Button Pedestrian Crossing PCTL,,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7080,20.02.02.02.22,Filter Inlay With O-Ring,,,,Pcs,5.2.2.01.17,5.2.2,Belanja Pakai Habis Bahan Laboratorium
7081,20.02.02.02.25,Gas Calibration Hood With Top Inlet,,,,Unit,5.2.2.01.17,5.2.2,Belanja Pakai Habis Bahan Laboratorium
7082,20.02.02.02.26,Temporary Filter Set,,,,Set,5.2.3.04.03,5.2.3,Belanja Modal Pengadaan Alat Ukur
7083,20.02.02.02.27,V-Belt Door Motor Opening 1300,,,Lines,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7084,20.02.02.02.28,Inside Guideshoe Car,,,Lines,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7085,20.02.02.02.29,Gate Switch,,,Lines,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7086,20.02.02.02.30,Limit Switch Hoistway,,,Lines,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7087,20.02.02.02.31,Gripper Sangkar,,,Lines,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7088,20.02.02.02.32,Bearing Pully ,Type 6314RS,,Lines,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7089,20.02.02.02.33,Interphone 2 Way,,,Lines,Set,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7090,20.02.03.01.01,Connector BNC,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7091,20.02.03.01.02,Power Supply Repeater,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7092,20.02.03.01.03,Integrated Circuit / Minimum System,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7093,20.02.03.01.04,Komponen Elektronika,,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7094,20.02.03.01.05,Kabel Dropware," 2 X 1, 500 M",,,Roll,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7095,20.02.03.01.06,Breket Antenna Mobil,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7096,20.02.03.01.07,Charger HT , Tipe XiR P3688,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7097,20.02.03.01.08,Antena HT , Tipe GP338,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7098,20.02.03.01.09,Charger HT , Tipe GP338,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7099,20.02.03.01.10,Antena HT , Tipe CP1660,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7100,20.02.03.01.11,Charger HT , Tipe CP1300,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7101,20.02.03.01.12,Power Supply RIG,,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7102,20.02.03.02.01,Baterai HT,,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7103,20.02.03.02.02,Baterai HT , Tipe GP338,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7104,20.02.03.02.03,Baterai HT , Tipe CP1300,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7105,20.02.03.02.04,Baterai HT , Tipe XIR P6620,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7106,20.02.03.02.05,Baterai HT ,Tipe XIR P 3688,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7107,20.02.03.02.06,Baterai HT ,Tipe BP265,,,Unit,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7108,20.02.04.01.01,Accu Basah,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7109,20.02.04.01.02,Accu Kering,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7110,20.02.04.01.03,Filter Udara Fleet Guard/sejenisnya,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7111,20.02.04.01.04,Filter Udara Hydrant,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7112,20.02.04.01.05,Filter Solar CH 11011/CH 11012/CH 10931/CH 10930/sejenisnya,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7113,20.02.04.01.06,Filter Solar Racor 1000 F-H,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7114,20.02.04.01.07,Filter Solar FF202/sejenisnya,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7115,20.02.04.01.08,Filter Solar Hydrant,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7116,20.02.04.01.09,Filter Oli, LF 670/LF 3325/sejenisnya,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7117,20.02.04.01.10,Filter Oli, CH1 11010/CH 10929/sejenisnya,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7118,20.02.04.01.11,Filter Oli Bypass, LF 777/sejenisnya,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7119,20.02.04.01.12,Oli Genset,,,,Liter,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7120,20.02.04.01.13,Sensor Water Level,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7121,20.02.04.02.01.01,"Ignition Coil, With Cables And Plug",,,,Buah,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7122,20.02.04.02.01.02,Ignition Unit,,"P/n 351T003204 RC, Mesin Pengering Primus T35",,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7123,20.02.04.02.06.01.F,Kontaktor,,3 phase 25A 220V,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7124,20.02.04.02.06.02,Kontaktor MGS , BF 110 VAC,,LINEs,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7125,20.02.04.02.06.03,Kontaktor Siemens , 3TF 30 OIE,,LINEs,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7126,20.02.04.02.06.04,Kontaktor Siemens , 3TF 44 110 VAC,,LINEs,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7127,20.02.04.02.06.05,Kontaktor KC,,,LINEs,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7128,20.02.04.02.07.01,Seal Pompa,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7129,20.02.04.02.07.02,Adaptor Scuba Tank,,,,Unit,5.2.2.01.13,5.2.2,Belanja Pakai Habis Perlengkapan Pemadam Kebakaran
7130,20.02.04.02.07.03,Filter Cartridge Bauer,,,,Buah,5.2.2.01.13,5.2.2,Belanja Pakai Habis Perlengkapan Pemadam Kebakaran
7131,20.02.04.02.15.01,Kontaktor LC 1 D09, LC 1 D09,,,Buah,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7132,20.02.04.03.02,Drum Mesin Foto Copy,,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7133,20.02.04.03.03,Cleaning Blade Foto Copy,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7134,20.02.04.03.07,"Drum Unit Fotocopy (drum, Blade, Collar)",,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7135,20.02.04.03.08,Drum Mesin Fotocopy, Tipe Ineo +364e,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7136,20.02.04.03.09,Chip Mesin Fotocopy, Tipe Ineo +364e,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7137,20.02.04.03.10,Clade Mesin Fotocopy, Tipe Ineo +364e,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7138,20.02.04.03.11,Imagine Unit Mesin Fotocopy, Laser Jet Enterprise Flow MFP M830,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7139,20.02.04.04.03,Motor Booster Fan - Induction ,"Type 3phase, 1,5 KW",,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7140,20.02.04.04.04,Compressor Motor Kap.6 PK,,Daikin,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7141,20.02.04.05.01,Drum Toner Printer Laser Jet,,,,Unit,5.2.2.01.14,5.2.2,Belanja Pakai Habis Perlengkapan Komputer dan Printer
7142,20.02.04.05.02,Developing Unit (Black) ,,,,Unit,5.2.2.01.14,5.2.2,Belanja Pakai Habis Perlengkapan Komputer dan Printer
7143,20.02.04.05.03,Cleaning Unit,,,,Unit,5.2.2.01.14,5.2.2,Belanja Pakai Habis Perlengkapan Komputer dan Printer
7144,20.02.04.06.01,Belt Conveyor,,,,M2,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7145,20.02.04.06.02,Roller Conveyor,,,,Unit,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7146,20.02.04.09.01,V Belt SPZ,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7147,20.02.04.09.02,Outlet Valve,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7148,20.02.04.09.03,Counter Ring,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7149,20.02.04.09.04,Axial Seal Primus,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7150,20.02.04.09.05,Bearing PRI,,,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7151,20.02.04.09.06,Heating Element, 6000 W,(PRI342000032) (540132) GI.9079,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7152,20.02.04.09.07,PCB Mesin Cuci Primus, 35 Kg,"Model RS 35,SIN. 35R003217 RA,Kapasitas 35 Kg / 801b,Motor 300 Kw,Total Power 27.20 Kw",,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7153,20.02.04.09.08,Outlet Valve, MDBRA-3 50-60Hz,PRI 340055051 GI.9069,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7154,20.02.04.09.09,Heating Element, 4000 W,RS.22 (540127) (PRI342030027) GI.9000,,Pcs,5.2.2.01.23,5.2.2,"Belanja Pakai Habis Perlengkapan Mesin, Angkutan, dan Alat Berat"
7155,20.02.04.09.10,Filter Mesin Pengering Laundry,,LINT FILTER SIZE 680X760 FOR DE-75 P/N: A0-A043-003,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
7156,20.02.06.02.03,Rantai Chainsaw,,,,Buah,5.2.2.01.09,5.2.2,Belanja Perlengkapan Pertukangan
7157,20.02.07.02.01,Masker, 3 Ply Isi 50 Lembar,EarLoop,,Kotak,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
7158,20.02.07.03.01,Temperature & Humidity Sensor,,,,Unit,5.2.2.01.14,5.2.2,Belanja Pakai Habis Perlengkapan Komputer dan Printer
7159,20.02.07.03.02,Sensor Controller,,,,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7160,20.02.07.03.03,Sensor Ultrasonic,,,,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7161,20.02.07.03.04,Sensor Pintu Lift,,,,Set,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
7162,20.02.07.03.05.C,Photoelectric Sensor ,Model Tirai Min. 2 Meter,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7163,20.02.07.03.06,Photoelectric Sensor ,Model Tirai Min. 5 Meter,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7164,20.02.07.03.07,Photoelectric Sensor ,Model Single Min. 5 Meter,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7165,20.02.07.03.08,Photoelectric Sensor ,Model Single Min. 2 Meter,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7166,20.02.07.03.09,Sensor ,BME280,,,Pcs,5.2.2.01.03,5.2.2,Belanja Alat Listrik dan Elektronik
7167,20.02.07.04.01,Fetal Doppler, 3 MHz,,Wallach,Unit,5.2.3.08.02,5.2.3,Belanja Modal Pengadaan Alat Kesehatan
7168,20.02.07.05.01,Pasien Monitor,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7169,20.02.07.05.02,Pasien Monitor Cardiac Output,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7170,20.02.07.05.03,Central Monitor,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7171,20.02.07.05.04,Monitor Pasien,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7172,20.02.07.05.05,Bed Side Monitor,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7173,20.02.07.05.06,Pasien Monitor Critical Care,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7174,20.02.07.05.07,Pasien Monitor Transport,,,,Unit,5.2.3.08.02,5.2.3,Belanja Modal Pengadaan Alat Kesehatan
7175,20.02.07.06.01,Electro Surgical Unit,,,Medgyn,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7176,20.02.07.07.01,Syringe Pump,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7177,20.02.07.08.11,UPS CT Scan,,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
7178,20.02.07.08.12,UPS, 10KVA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
7179,20.02.07.08.12,UPS, 10KVA,,,Unit,5.2.3.08.01,5.2.3,Belanja Modal Pengadaan Alat Kedokteran
